geneID	chr	start	end
LOC100123177	NC_045759.1	6948535	6953198
LOC100123178	NC_045761.1	6349299	6354180
LOC100123179	NC_045759.1	15551576	15554706
LOC100123180	NC_045761.1	2515856	2518594
LOC100123183	NC_045757.1	34682550	34686156
LOC100123184	NC_045758.1	6967712	7095335
LOC100123185	NC_045760.1	26804203	26842097
LOC100123187	NC_045761.1	2518476	2531642
LOC100123189	NC_045757.1	34686586	34689373
LOC100123191	NC_045760.1	26775940	26803188
LOC100123194	NC_045759.1	6929668	6947377
LOC100123195	NC_045761.1	6342872	6349905
LOC100123196	NC_045760.1	29867312	29869990
LOC100123197	NC_045761.1	2532750	2535369
LOC100123198	NC_045757.1	34689487	34693652
LOC100123199	NC_045758.1	7101871	7271737
LOC100123201	NC_045758.1	12093864	12097204
LOC100123202	NC_045759.1	6897223	6924864
LOC100123204	NC_045760.1	29865836	29867324
LOC100123205	NC_045757.1	2437283	2441815
LOC100123206	NC_045757.1	34692421	34699698
LOC100123207	NC_045760.1	26754227	26770040
LOC100123208	NC_045760.1	1029830	1128016
LOC100123209	NC_045758.1	12091208	12093151
LOC100123210	NC_045759.1	6887379	6895509
LOC100123211	NC_045761.1	6339440	6342694
LOC100123212	NC_045759.1	15514362	15523254
LOC100123213	NC_045760.1	29863225	29865674
LOC100123214	NC_045761.1	2541418	2560733
LOC100123215	NC_045757.1	2443464	2478995
LOC100123216	NC_045757.1	34700103	34703607
LOC100123217	NC_045760.1	26746351	26753958
LOC100123218	NC_045760.1	1025466	1029678
LOC100123219	NC_045758.1	12081970	12091043
LOC100123220	NC_045759.1	6848865	6874415
LOC100123221	NC_045761.1	6327164	6335103
LOC100123222	NC_045759.1	15509226	15512890
LOC100123223	NC_045760.1	29861905	29863082
LOC100123225	NC_045759.1	3163077	3191316
LOC100123226	NC_045757.1	34703183	34710109
LOC100123227	NC_045760.1	26744427	26746351
LOC100123228	NC_045760.1	1023453	1025172
LOC100123229	NC_045758.1	12078526	12080058
LOC100123230	NC_045761.1	6314157	6328633
LOC100123231	NC_045760.1	29860581	29861490
LOC100123232	NC_045759.1	3196347	3209386
LOC100123234	NC_045760.1	26739223	26743345
LOC100123235	NC_045760.1	1015334	1023668
LOC100123236	NC_045758.1	12056154	12078402
LOC100123237	NC_045759.1	6829557	6840051
LOC100123238	NC_045761.1	6312088	6314363
LOC100123239	NC_045759.1	15470812	15498977
LOC100123240	NC_045760.1	29854319	29856067
LOC100123241	NC_045759.1	3209462	3282450
LOC100123243	NC_045760.1	26731478	26735795
LOC100123244	NC_045760.1	1006745	1013499
LOC100123245	NC_045758.1	12057645	12065483
LOC100123246	NC_045761.1	6307068	6312017
LOC100123247	NC_045759.1	15455492	15458735
LOC100123248	NC_045760.1	29752346	29854256
LOC100123249	NC_045757.1	2471317	2474368
LOC100123250	NC_045759.1	3250961	3254859
LOC100123251	NC_045757.1	34712768	34742543
LOC100123253	NC_045758.1	12050079	12056052
LOC100123255	NC_045761.1	2629461	2643162
LOC100123256	NC_045759.1	3255245	3262539
LOC100123257	NC_045757.1	34742789	34748297
LOC100123258	NC_045760.1	994370	997368
LOC100123259	NC_045758.1	12047906	12049933
LOC100123260	NC_045761.1	6294711	6300295
LOC100123262	NC_045760.1	29704585	29715074
LOC100123263	NC_045757.1	2479021	2481645
LOC100123264	NC_045759.1	3264997	3276531
LOC100123267	NC_045760.1	26715568	26725583
LOC100123268	NC_045760.1	991998	994574
LOC100123269	NC_045758.1	12041826	12047631
LOC100123270	NC_045761.1	6287606	6296216
LOC100123272	NC_045760.1	29696578	29702743
LOC100123273	NC_045761.1	2717377	2722776
LOC100123275	NC_045757.1	34755353	34757332
LOC100123277	NC_045760.1	26711254	26715710
LOC100123278	NC_045760.1	935925	990687
LOC100123281	NC_045761.1	6284215	6287799
LOC100123282	NC_045761.1	2725235	2726455
LOC100123283	NC_045757.1	2488078	2490987
LOC100123284	NC_045759.1	3282827	3509973
LOC100123285	NC_045757.1	34763792	34765998
LOC100123286	NC_045760.1	26701517	26707941
LOC100123287	NC_045761.1	6276004	6279074
LOC100123288	NC_045760.1	29673636	29693431
LOC100123290	NC_045757.1	2491798	2494668
LOC100123291	NC_045757.1	34768893	34776587
LOC100123293	NC_045760.1	794314	823186
LOC100123295	NC_045759.1	15290538	15294694
LOC100123296	NC_045760.1	29663781	29669458
LOC100123297	NC_045761.1	2728833	2738638
LOC100123298	NC_045757.1	2495863	2507346
LOC100123300	NC_045757.1	34777503	34786692
LOC100123301	NC_045758.1	12038308	12039498
LOC100123303	NC_045759.1	15280439	15288283
LOC100123304	NC_045761.1	2738864	2764646
LOC100123305	NC_045757.1	2505651	2521399
LOC100123306	NC_045757.1	34787636	34793581
LOC100123308	NC_045758.1	12021669	12040389
LOC100123309	NC_045759.1	6508334	6539884
LOC100123310	NC_045759.1	15268668	15278450
LOC100123311	NC_045761.1	2767003	2794502
LOC100123312	NC_045757.1	34792192	34795592
LOC100123313	NC_045760.1	26683528	26687755
LOC100123314	NC_045760.1	417291	784056
LOC100123315	NC_045758.1	12012008	12021543
LOC100123316	NC_045761.1	2796064	2807811
LOC100123317	NC_045757.1	34795422	34804874
LOC100123318	NC_045760.1	26671489	26675597
LOC100123320	NC_045758.1	12009809	12011698
LOC100123321	NC_045759.1	6492272	6495591
LOC100123322	NC_045761.1	6239637	6241877
LOC100123323	NC_045761.1	2804318	2810851
LOC100123324	NC_045759.1	3558655	3560832
LOC100123325	NC_045757.1	34805542	34816233
LOC100123327	NC_045760.1	407498	412000
LOC100123328	NC_045758.1	11932060	12008351
LOC100123329	NC_045759.1	15245564	15260184
LOC100123330	NC_045759.1	3564461	3567320
LOC100123333	NC_045760.1	402990	407634
LOC100123334	NC_045758.1	11924327	11927778
LOC100123335	NC_045761.1	6217791	6222824
LOC100123336	NC_045759.1	3567733	3617461
LOC100123339	NC_045761.1	2837876	2841180
LOC100123340	NC_045761.1	24005876	24007907
LOC100123341	NC_045760.1	26653964	26655986
LOC100123342	NC_045760.1	397522	404106
LOC100123343	NC_045758.1	11912943	11921910
LOC100123344	NC_045761.1	6209151	6214155
LOC100123345	NC_045761.1	2840639	2843893
LOC100123346	NC_045757.1	2574621	2576216
LOC100123347	NC_045757.1	34819790	34836643
LOC100123349	NC_045760.1	387532	397302
LOC100123350	NC_045758.1	11907864	11910602
LOC100123351	NC_045761.1	6203422	6208896
LOC100123352	NC_045761.1	2844139	2847606
LOC100123353	NC_045760.1	339908	380608
LOC100123354	NC_045758.1	11858546	11907448
LOC100123355	NC_045759.1	6407913	6411636
LOC100123356	NC_045761.1	6199238	6205550
LOC100123357	NC_045761.1	2847992	2876284
LOC100123358	NC_045757.1	34838806	34873257
LOC100123359	NW_022279612.1	1221568	1289905
LOC100123360	NC_045758.1	11891406	11895213
LOC100123362	NC_045761.1	2876451	2885194
LOC100123363	NC_045761.1	23827034	24108017
LOC100123364	NC_045761.1	2885869	2894553
LOC100123365	NC_045757.1	2623849	2627330
LOC100123367	NC_045757.1	34873565	34877263
LOC100123368	NC_045759.1	6293220	6348240
LOC100123369	NC_045760.1	29624150	29626002
LOC100123370	NC_045761.1	2893442	2899803
LOC100123371	NC_045757.1	2628370	2631286
LOC100123372	NC_045757.1	34879807	34884711
LOC100123373	NC_045761.1	23783048	23826977
LOC100123376	NC_045761.1	6185101	6186769
LOC100123377	NC_045760.1	29619942	29636544
LOC100123378	NC_045761.1	2902741	2903877
LOC100123379	NC_045757.1	34877424	34900828
LOC100123380	NC_045761.1	23779749	23782714
LOC100123381	NC_045760.1	330268	374755
LOC100123382	NC_045758.1	11488393	11490385
LOC100123383	NC_045761.1	2903789	2906113
LOC100123384	NC_045757.1	34907980	34910344
LOC100123385	NC_045761.1	23775169	23778727
LOC100123386	NC_045760.1	324523	328291
LOC100123387	NC_045758.1	11288960	11401628
LOC100123388	NC_045759.1	6280331	6283694
LOC100123389	NC_045761.1	6175722	6180621
LOC100123390	NC_045760.1	29612021	29616433
LOC100123391	NC_045761.1	2906178	2911064
LOC100123392	NC_045757.1	2689536	2692319
LOC100123393	NC_045757.1	34910411	34912221
LOC100123394	NC_045761.1	23773294	23776277
LOC100123395	NC_045760.1	321326	325080
LOC100123396	NC_045761.1	6173591	6175674
LOC100123397	NC_045760.1	29607200	29610030
LOC100123398	NC_045757.1	34912215	34916281
LOC100123399	NC_045761.1	23718726	23773100
LOC100123400	NC_045760.1	319255	321633
LOC100123401	NC_045758.1	11283470	11285438
LOC100123402	NC_045759.1	6249964	6252275
LOC100123403	NC_045761.1	6171114	6173921
LOC100123404	NC_045760.1	29602049	29606210
LOC100123405	NC_045761.1	2911199	2929944
LOC100123406	NC_045757.1	2700926	2702170
LOC100123407	NC_045760.1	314267	317989
LOC100123408	NC_045758.1	11278287	11282968
LOC100123410	NC_045761.1	6163491	6169932
LOC100123411	NC_045760.1	29592779	29596679
LOC100123412	NC_045757.1	2702295	2706321
LOC100123414	NC_045760.1	312399	314979
LOC100123415	NC_045758.1	11224933	11269384
LOC100123416	NC_045761.1	6152657	6163202
LOC100123417	NC_045760.1	29586964	29591854
LOC100123418	NC_045761.1	2934079	2945564
LOC100123420	NC_045757.1	34969748	34971892
LOC100123421	NC_045760.1	310984	312443
LOC100123423	NC_045760.1	29580938	29584218
LOC100123424	NC_045761.1	2947724	2951916
LOC100123426	NC_045760.1	307384	310877
LOC100123429	NC_045761.1	6148831	6152819
LOC100123430	NC_045760.1	29573609	29576548
LOC100123431	NC_045761.1	2952686	3015850
LOC100123432	NC_045757.1	2709716	2710985
LOC100123434	NC_045760.1	305063	307196
LOC100123435	NC_045758.1	11192937	11203046
LOC100123436	NC_045759.1	6087418	6192806
LOC100123437	NC_045760.1	29563326	29573252
LOC100123438	NC_045761.1	3019243	3080516
LOC100123439	NC_045757.1	2712965	2713974
LOC100123441	NC_045758.1	11136023	11155762
LOC100123442	NC_045759.1	6080498	6086604
LOC100123443	NC_045761.1	6057447	6095858
LOC100123444	NC_045760.1	29501630	29562013
LOC100123445	NC_045761.1	3083316	3114373
LOC100123447	NC_045761.1	23589714	23694098
LOC100123448	NC_045760.1	299290	302659
LOC100123449	NC_045758.1	11133168	11135729
LOC100123451	NC_045761.1	6036304	6039409
LOC100123452	NC_045760.1	29496835	29498996
LOC100123453	NC_045761.1	3116357	3118836
LOC100123454	NC_045757.1	2721078	2723452
LOC100123455	NC_045757.1	34980328	34983549
LOC100123456	NC_045760.1	229220	239766
LOC100123458	NC_045759.1	6074798	6080477
LOC100123459	NC_045761.1	6034066	6036422
LOC100123460	NC_045761.1	3118180	3121136
LOC100123461	NC_045757.1	2723712	2727502
LOC100123462	NC_045760.1	219083	227560
LOC100123463	NC_045759.1	6068169	6070659
LOC100123465	NC_045760.1	29491780	29494556
LOC100123466	NC_045761.1	3120987	3123401
LOC100123467	NC_045760.1	213028	219138
LOC100123468	NC_045761.1	5972430	5991359
LOC100123469	NC_045760.1	29469555	29481205
LOC100123470	NC_045761.1	3122985	3125117
LOC100123471	NC_045760.1	202444	212663
LOC100123472	NC_045758.1	11112588	11116969
LOC100123474	NC_045760.1	29461450	29466192
LOC100123475	NC_045761.1	3125048	3126575
LOC100123476	NC_045757.1	35014779	35018739
LOC100123478	NC_045758.1	11112937	11115169
LOC100123479	NC_045761.1	5935605	5937681
LOC100123480	NC_045760.1	29458905	29461498
LOC100123481	NC_045761.1	3126345	3128984
LOC100123482	NC_045757.1	35018750	35027897
LOC100123483	NC_045761.1	23538255	23566288
LOC100123484	NC_045760.1	193068	195146
LOC100123486	NC_045759.1	6053174	6059969
LOC100123488	NC_045761.1	3129303	3131832
LOC100123489	NC_045761.1	23534656	23538205
LOC100123490	NC_045760.1	162402	193059
LOC100123491	NC_045758.1	11108293	11111140
LOC100123492	NC_045759.1	6024707	6047261
LOC100123493	NC_045761.1	5906234	5914597
LOC100123495	NC_045761.1	3132561	3170495
LOC100123496	NC_045757.1	2745281	2749504
LOC100123499	NC_045758.1	11099826	11107992
LOC100123501	NC_045760.1	29432928	29436308
LOC100123502	NC_045757.1	2749526	2758590
LOC100123503	NC_045757.1	35028073	35038312
LOC100123504	NC_045761.1	23524040	23532567
LOC100123506	NC_045758.1	11096906	11108204
LOC100123508	NC_045760.1	29418248	29432915
LOC100123509	NC_045761.1	3170702	3217121
LOC100123510	NC_045758.1	11094227	11097576
LOC100123511	NC_045759.1	6012111	6015243
LOC100123512	NC_045760.1	29407713	29415037
LOC100123513	NC_045761.1	3230126	3233299
LOC100123514	NC_045757.1	2760088	2762935
LOC100123515	NC_045757.1	35038438	35070264
LOC100123516	NC_045761.1	23514391	23521426
LOC100123517	NC_045760.1	156185	161180
LOC100123518	NC_045758.1	11084827	11094135
LOC100123519	NC_045760.1	29395215	29401113
LOC100123521	NC_045757.1	2764580	2770099
LOC100123522	NC_045757.1	35082767	35085207
LOC100123523	NC_045760.1	149903	155767
LOC100123524	NC_045758.1	11078243	11084673
LOC100123525	NC_045759.1	5999927	6005043
LOC100123526	NC_045760.1	29389899	29394547
LOC100123527	NC_045761.1	3236634	3245867
LOC100123528	NC_045757.1	2770327	2770824
LOC100123529	NC_045757.1	35085100	35086495
LOC100123531	NC_045758.1	11069191	11077532
LOC100123532	NC_045759.1	5997341	5999289
LOC100123533	NC_045760.1	29378072	29389822
LOC100123534	NC_045761.1	3246630	3253260
LOC100123536	NC_045757.1	35086392	35089491
LOC100123537	NC_045761.1	23484805	23499389
LOC100123538	NC_045760.1	126789	129002
LOC100123539	NC_045759.1	5993024	5997262
LOC100123540	NC_045761.1	5470021	5475394
LOC100123541	NC_045760.1	29375259	29378072
LOC100123542	NC_045758.1	11053070	11068190
LOC100123543	NC_045760.1	29371685	29375259
LOC100123545	NC_045760.1	121553	124425
LOC100123546	NC_045758.1	11050923	11053076
LOC100123547	NC_045761.1	5460438	5463843
LOC100123548	NC_045760.1	29366108	29369773
LOC100123549	NC_045761.1	3267715	3303239
LOC100123550	NC_045757.1	2798454	2799998
LOC100123551	NC_045757.1	35098415	35100865
LOC100123552	NC_045761.1	23451345	23459888
LOC100123553	NC_045758.1	11029452	11050900
LOC100123554	NC_045759.1	5987648	5990363
LOC100123555	NC_045761.1	5457065	5460355
LOC100123556	NC_045761.1	3360050	3362594
LOC100123557	NC_045761.1	23448087	23451164
LOC100123558	NC_045760.1	113738	121581
LOC100123559	NC_045759.1	5975618	5987571
LOC100123560	NC_045761.1	5464125	5471048
LOC100123561	NC_045760.1	29360624	29364240
LOC100123562	NC_045761.1	3362696	3365153
LOC100123563	NC_045757.1	2803083	2809036
LOC100123564	NC_045757.1	35105289	35107950
LOC100123566	NC_045760.1	108128	113407
LOC100123567	NC_045758.1	11020116	11023281
LOC100123568	NC_045759.1	5965574	5968208
LOC100123569	NC_045761.1	5448748	5451061
LOC100123570	NC_045761.1	3365888	3367767
LOC100123571	NC_045757.1	2808898	2811334
LOC100123572	NC_045760.1	104660	113662
LOC100123573	NC_045758.1	11004752	11019057
LOC100123574	NC_045759.1	5962608	5966406
LOC100123575	NC_045761.1	5444969	5448664
LOC100123576	NC_045760.1	29358560	29360793
LOC100123577	NC_045761.1	3367798	3370313
LOC100123578	NC_045757.1	2811403	2826176
LOC100123579	NC_045757.1	35110011	35111940
LOC100123580	NC_045761.1	5443103	5445087
LOC100123581	NC_045760.1	29351626	29352851
LOC100123582	NC_045757.1	2814788	2818543
LOC100123583	NC_045757.1	35113562	35116282
LOC100123584	NC_045761.1	23440399	23441900
LOC100123585	NC_045761.1	5441366	5443059
LOC100123586	NC_045760.1	29347328	29351631
LOC100123590	NC_045759.1	5957664	5958657
LOC100123591	NC_045760.1	29335026	29340201
LOC100123592	NC_045761.1	3389268	3452084
LOC100123594	NC_045757.1	35143015	35144660
LOC100123595	NC_045760.1	61357	63744
LOC100123596	NC_045759.1	5922687	5956761
LOC100123597	NC_045761.1	5267231	5441809
LOC100123598	NC_045761.1	3497270	3516833
LOC100123599	NC_045761.1	23425947	23434923
LOC100123600	NC_045760.1	56110	59956
LOC100123601	NC_045761.1	3519298	3527644
LOC100123602	NC_045757.1	2842508	2849799
LOC100123603	NC_045757.1	35147136	35261413
LOC100123604	NC_045761.1	23427292	23431363
LOC100123605	NC_045760.1	43726	54266
LOC100123606	NC_045758.1	10987623	10990897
LOC100123609	NC_045757.1	2851999	2857331
LOC100123610	NC_045760.1	35496	43522
LOC100123611	NC_045758.1	10965580	10987713
LOC100123612	NC_045759.1	5885675	5889784
LOC100123613	NC_045760.1	29317654	29319976
LOC100123614	NC_045761.1	3546681	3549745
LOC100123615	NC_045757.1	2857494	2862114
LOC100123616	NC_045761.1	23403784	23414461
LOC100123617	NC_045760.1	28971	35049
LOC100123618	NC_045758.1	10956847	10973526
LOC100123620	NC_045757.1	2861964	2865335
LOC100123621	NC_045757.1	35254406	35259880
LOC100123622	NC_045760.1	27924	29049
LOC100123623	NC_045758.1	10951813	10956981
LOC100123624	NC_045760.1	29307375	29310046
LOC100123625	NC_045757.1	2864733	2872998
LOC100123626	NC_045757.1	35261599	35371737
LOC100123627	NC_045760.1	25856	28298
LOC100123628	NC_045758.1	10938369	10952198
LOC100123629	NC_045757.1	2873349	2877226
LOC100123630	NC_045760.1	21252	26078
LOC100123631	NC_045758.1	10921615	10924636
LOC100123632	NC_045760.1	29300265	29306734
LOC100123633	NC_045758.1	10880566	10915602
LOC100123634	NC_045759.1	5695173	5697662
LOC100123635	NC_045760.1	29297862	29300150
LOC100123636	NC_045757.1	2877645	2881511
LOC100123637	NC_045760.1	10041	21104
LOC100123638	NC_045758.1	10867452	10868877
LOC100123639	NC_045759.1	5684797	5686159
LOC100123640	NC_045760.1	29291908	29294566
LOC100123641	NC_045757.1	2898169	2899963
LOC100123642	NC_045758.1	10860694	10867914
LOC100123643	NC_045759.1	5674885	5676977
LOC100123644	NC_045760.1	29290601	29292098
LOC100123645	NC_045757.1	2906597	2918389
LOC100123646	NC_045758.1	10852390	10857449
LOC100123647	NC_045760.1	29271880	29286100
LOC100123648	NC_045757.1	2918412	2921318
LOC100123649	NC_045760.1	29265841	29270932
LOC100123651	NC_045758.1	10842468	10848158
LOC100123652	NC_045759.1	5650958	5654587
LOC100123653	NC_045760.1	29258922	29265840
LOC100123655	NC_045758.1	10830538	10838561
LOC100123656	NC_045760.1	29256995	29259162
LOC100123657	NC_045757.1	2926924	2933702
LOC100123658	NC_045758.1	10825530	10828936
LOC100123659	NC_045760.1	29249086	29258214
LOC100123662	NC_045758.1	10823614	10825520
LOC100123663	NC_045760.1	29175693	29177091
LOC100123664	NC_045757.1	2937393	2941562
LOC100123665	NC_045757.1	35445048	35475076
LOC100123666	NC_045758.1	10819675	10823375
LOC100123667	NC_045757.1	2941765	2943776
LOC100123668	NC_045761.1	23245033	23274873
LOC100123669	NC_045758.1	10816620	10819717
LOC100123671	NC_045757.1	2943106	2949403
LOC100123672	NC_045758.1	10803790	10817400
LOC100123673	NC_045757.1	2949722	2951844
LOC100123674	NC_045760.1	29000527	29248746
LOC100123675	NC_045757.1	2952805	2958767
LOC100123676	NC_045758.1	10792544	10797280
LOC100123677	NC_045757.1	2958903	2961043
LOC100123678	NC_045761.1	23170796	23175591
LOC100123679	NC_045760.1	28861056	28995867
LOC100123680	NC_045757.1	35500677	35505891
LOC100123681	NC_045761.1	23147156	23148394
LOC100123682	NC_045757.1	35508715	35555756
LOC100123683	NC_045761.1	23136847	23147035
LOC100123684	NC_045758.1	10752843	10755961
LOC100123686	NC_045758.1	10744584	10754317
LOC100123687	NC_045757.1	2972279	2986363
LOC100123688	NC_045761.1	23102705	23130728
LOC100123689	NC_045758.1	10739818	10740939
LOC100123690	NC_045760.1	28808686	28809968
LOC100123691	NC_045757.1	2987606	2989693
LOC100123692	NC_045761.1	23094866	23102486
LOC100123693	NC_045758.1	10716362	10738784
LOC100123695	NC_045757.1	2990987	2992400
LOC100123696	NC_045757.1	35560749	35562554
LOC100123697	NC_045761.1	23090555	23094807
LOC100123698	NC_045758.1	10707897	10714095
LOC100123699	NC_045760.1	28761719	28767127
LOC100123700	NC_045757.1	35562629	35569068
LOC100123701	NC_045761.1	23077815	23088959
LOC100123702	NC_045758.1	10696265	10702989
LOC100123703	NC_045757.1	35569179	35597495
LOC100123704	NC_045761.1	23072991	23076944
LOC100123706	NC_045760.1	28749127	28761181
LOC100123707	NC_045757.1	2987209	3065533
LOC100123708	NC_045757.1	35587871	35603560
LOC100123709	NC_045758.1	10681877	10689330
LOC100123710	NC_045761.1	22982824	23058367
LOC100123711	NC_045758.1	10679351	10681316
LOC100123712	NC_045758.1	10675225	10679241
LOC100123713	NC_045760.1	28737865	28740093
LOC100123714	NC_045757.1	3074979	3086244
LOC100123715	NC_045757.1	35622811	35631079
LOC100123716	NC_045758.1	10670932	10675060
LOC100123717	NC_045757.1	3084711	3093949
LOC100123718	NC_045757.1	35631674	35644891
LOC100123719	NC_045760.1	28712356	28736033
LOC100123720	NC_045757.1	3094972	3098492
LOC100123721	NC_045761.1	22972873	22977211
LOC100123723	NC_045760.1	28710149	28711807
LOC100123724	NC_045757.1	3098563	3101995
